Status,Group ID,Block,Lot,No,Dir,Street,Suff,Group Address,Property Count,Funding ID,Core Phase,Decision,Start,Date Demo Finish,Neighborhood,Projected Release to contractor,Deconstruction,neighborhood_2,status_2
Start Demo - Full,1527,2386,24,2845,,PROSPECT,ST,2843 - 2849  PROSPECT ST,4,PLN-390,NA,Full Demolition,1/15/19,,MOSHER,FY19Q3,N,MOSHER,Started but not complete
Start Demo - Full,1527,2386,22,2849,,PROSPECT,ST,2843 - 2849  PROSPECT ST,4,PLN-390,NA,Full Demolition,1/15/19,,MOSHER,FY19Q3,N,MOSHER,Started but not complete
Start Demo - Full,1527,2386,25,2843,,PROSPECT,ST,2843 - 2849  PROSPECT ST,4,PLN-390,NA,Full Demolition,1/15/19,,MOSHER,FY19Q3,N,MOSHER,Started but not complete
Start Demo - Full,1531,2174A,80,305,S,CATHERINE,ST,301-307 S CATHERINE ST,4,PROJECTCORE(16),1,Full Demolition,6/6/18,,SHIPLEY HILL,FY18Q2,N,SHIPLEY HILL,Started but not complete
Start Demo - Full,1531,2174A,79,303,S,CATHERINE,ST,301-307 S CATHERINE ST,4,PROJECTCORE(16),1,Full Demolition,6/6/18,,SHIPLEY HILL,FY18Q2,N,SHIPLEY HILL,Started but not complete
Start Demo - Full,1531,2174A,78,301,S,CATHERINE,ST,301-307 S CATHERINE ST,4,PROJECTCORE(16),1,Full Demolition,6/6/18,,SHIPLEY HILL,FY18Q2,N,SHIPLEY HILL,Started but not complete
Start Demo - Full,1531,2174A,81,307,S,CATHERINE,ST,301-307 S CATHERINE ST,4,PROJECTCORE(16),1,Full Demolition,6/6/18,,SHIPLEY HILL,FY18Q2,N,SHIPLEY HILL,Started but not complete
Final/Full Demo Complete,1532,2426,14,3026,,WESTWOOD,AVE,3026  WESTWOOD AVE,1,PLN-262,NA,Full Demolition,10/4/18,10/9/18,NORTHWEST COMMUNITY ACTION,FY19Q2,N,NORTHWEST COMMUNITY ACTION,Completed
Hold,1537,4429,19,3604,W,ROGERS,AVE,3604 W ROGERS AVE,1,PLN_256,NA,Full Demolition,,,ARLINGTON,,N,ARLINGTON,on hold
Ready to Release to Contractor,1540,3836B,15,424,E,26TH,ST,424 E 26TH ST,1,UNDECIDED,NA,Full Demolition,,,HARWOOD,FY19Q3,N,HARWOOD,Raze in FY19
HABC,1546,4070A,34,511,E,27TH,ST,509-511 E 27TH ST,2,UNDECIDED,NA,Full Demolition,,,BETTER WAVERLY,FY21Q1,N,BETTER WAVERLY,FY21
HABC,1546,4070A,33,509,E,27TH,ST,509-511 E 27TH ST,2,UNDECIDED,NA,Full Demolition,,,BETTER WAVERLY,FY21Q1,N,BETTER WAVERLY,FY21
Utility cut off,1547,2165,1,59,N,CATHERINE,ST,51-59 N CATHERINE ST,5,PLN-390,NA,Full Demolition,,,SHIPLEY HILL,FY20Q1,N,SHIPLEY HILL,FY20
Utility cut off,1547,2165,4,53,N,CATHERINE,ST,51-59 N CATHERINE ST,5,PLN-390,NA,Full Demolition,,,SHIPLEY HILL,FY20Q1,N,SHIPLEY HILL,FY20
Utility cut off,1547,2165,2,57,N,CATHERINE,ST,51-59 N CATHERINE ST,5,PLN-390,NA,Full Demolition,,,SHIPLEY HILL,FY20Q1,N,SHIPLEY HILL,FY20
Utility cut off,1547,2165,3,55,N,CATHERINE,ST,51-59 N CATHERINE ST,5,PLN-390,NA,Full Demolition,,,SHIPLEY HILL,FY20Q1,N,SHIPLEY HILL,FY20
Utility cut off,1547,2165,5,51,N,CATHERINE,ST,51-59 N CATHERINE ST,5,PLN-390,NA,Full Demolition,,,SHIPLEY HILL,FY20Q1,N,SHIPLEY HILL,FY20
Final/Full Demo Complete,1548,303,19,513,,BAKER,ST,513-515  BAKER ST,2,PLN-260,NA,Full Demolition,4/26/18,9/4/18,DRUID HEIGHTS,FY18Q2,N,DRUID HEIGHTS,Completed
Final/Full Demo Complete,1548,303,18,515,,BAKER,ST,513-515  BAKER ST,2,PLN-260,NA,Full Demolition,4/26/18,9/4/18,DRUID HEIGHTS,FY18Q2,N,DRUID HEIGHTS,Completed
Utility cut off,1556,2377B,14,615,N,FRANKLINTOWN,ROAD,615-629 N FRANKLINTOWN ROAD,8,PROJECTCORE(16),1,Full Demolition,,,MOSHER,FY20Q1,N,MOSHER,FY20
Utility cut off,1556,2377B,17,621,N,FRANKLINTOWN,ROAD,615-629 N FRANKLINTOWN ROAD,8,PROJECTCORE(16),1,Full Demolition,,,MOSHER,FY20Q1,N,MOSHER,FY20
Utility cut off,1556,2377B,20,627,N,FRANKLINTOWN,ROAD,615-629 N FRANKLINTOWN ROAD,8,PROJECTCORE(16),1,Full Demolition,,,MOSHER,FY20Q1,N,MOSHER,FY20
Utility cut off,1556,2377B,16,619,N,FRANKLINTOWN,ROAD,615-629 N FRANKLINTOWN ROAD,8,PROJECTCORE(16),1,Full Demolition,,,MOSHER,FY20Q1,N,MOSHER,FY20
Utility cut off,1556,2377B,19,625,N,FRANKLINTOWN,ROAD,615-629 N FRANKLINTOWN ROAD,8,PROJECTCORE(16),1,Full Demolition,,,MOSHER,FY20Q1,N,MOSHER,FY20
Utility cut off,1556,2377B,15,617,N,FRANKLINTOWN,ROAD,615-629 N FRANKLINTOWN ROAD,8,PROJECTCORE(16),1,Full Demolition,,,MOSHER,FY20Q1,N,MOSHER,FY20
Utility cut off,1556,2377B,18,623,N,FRANKLINTOWN,ROAD,615-629 N FRANKLINTOWN ROAD,8,PROJECTCORE(16),1,Full Demolition,,,MOSHER,FY20Q1,N,MOSHER,FY20
Utility cut off,1556,2377B,21,629,N,FRANKLINTOWN,ROAD,615-629 N FRANKLINTOWN ROAD,8,PROJECTCORE(16),1,Full Demolition,,,MOSHER,FY20Q1,N,MOSHER,FY20
Due Process,1558,5180A,22,705,,WINSTON,AVE,705  WINSTON AVE,1,PLN-181,NA,Full Demolition,,,WINSTON-GOVANS,FY20Q1,N,WINSTON-GOVANS,FY20
Ready to Release to Contractor,1559,1607,72,808,N,BRADFORD,ST,806-824 N BRADFORD ST,10,ProjectCore(19),1,Full Demolition,,,MILTON-MONTFORD,FY19Q3,Y,MILTON-MONTFORD,Raze in FY19
Ready to Release to Contractor,1559,1607,75,814,N,BRADFORD,ST,806-824 N BRADFORD ST,10,ProjectCore(19),1,Full Demolition,,,MILTON-MONTFORD,FY19Q3,Y,MILTON-MONTFORD,Raze in FY19
Ready to Release to Contractor,1559,1607,76,816,N,BRADFORD,ST,806-824 N BRADFORD ST,10,ProjectCore(19),1,Full Demolition,,,MILTON-MONTFORD,FY19Q3,Y,MILTON-MONTFORD,Raze in FY19
Ready to Release to Contractor,1559,1607,73,810,N,BRADFORD,ST,806-824 N BRADFORD ST,10,ProjectCore(19),1,Full Demolition,,,MILTON-MONTFORD,FY19Q3,Y,MILTON-MONTFORD,Raze in FY19
Ready to Release to Contractor,1559,1607,78,820,N,BRADFORD,ST,806-824 N BRADFORD ST,10,ProjectCore(19),1,Full Demolition,,,MILTON-MONTFORD,FY19Q3,Y,MILTON-MONTFORD,Raze in FY19
Ready to Release to Contractor,1559,1607,79,822,N,BRADFORD,ST,806-824 N BRADFORD ST,10,ProjectCore(19),1,Full Demolition,,,MILTON-MONTFORD,FY19Q3,Y,MILTON-MONTFORD,Raze in FY19
Ready to Release to Contractor,1559,1607,71,806,N,BRADFORD,ST,806-824 N BRADFORD ST,10,ProjectCore(19),1,Full Demolition,,,MILTON-MONTFORD,FY19Q3,Y,MILTON-MONTFORD,Raze in FY19
Ready to Release to Contractor,1559,1607,74,812,N,BRADFORD,ST,806-824 N BRADFORD ST,10,ProjectCore(19),1,Full Demolition,,,MILTON-MONTFORD,FY19Q3,Y,MILTON-MONTFORD,Raze in FY19
Ready to Release to Contractor,1559,1607,77,818,N,BRADFORD,ST,806-824 N BRADFORD ST,10,ProjectCore(19),1,Full Demolition,,,MILTON-MONTFORD,FY19Q3,Y,MILTON-MONTFORD,Raze in FY19
Ready to Release to Contractor,1559,1607,80,824,N,BRADFORD,ST,806-824 N BRADFORD ST,10,ProjectCore(19),1,Full Demolition,,,MILTON-MONTFORD,FY19Q3,Y,MILTON-MONTFORD,Raze in FY19
Final/Full Demo Complete,1560,4003,9,916,E,NORTH,AVE,912-920 E NORTH AVE,5,PLN-380,NA,Full Demolition,7/16/18,11/2/18,EAST BALTIMORE MIDWAY,FY18Q3,N,EAST BALTIMORE MIDWAY,Completed
Final/Full Demo Complete,1560,4003,8,914,E,NORTH,AVE,912-920 E NORTH AVE,5,PLN-380,NA,Full Demolition,7/16/18,11/2/18,EAST BALTIMORE MIDWAY,FY18Q3,N,EAST BALTIMORE MIDWAY,Completed
Final/Full Demo Complete,1560,4003,11,920,E,NORTH,AVE,912-920 E NORTH AVE,5,PLN-380,NA,Full Demolition,7/16/18,11/2/18,EAST BALTIMORE MIDWAY,FY18Q3,N,EAST BALTIMORE MIDWAY,Completed
Final/Full Demo Complete,1560,4003,7,912,E,NORTH,AVE,912-920 E NORTH AVE,5,PLN-380,NA,Full Demolition,7/16/18,11/2/18,EAST BALTIMORE MIDWAY,FY18Q3,N,EAST BALTIMORE MIDWAY,Completed
Final/Full Demo Complete,1560,4003,10,918,E,NORTH,AVE,912-920 E NORTH AVE,5,PLN-380,NA,Full Demolition,7/16/18,11/2/18,EAST BALTIMORE MIDWAY,FY18Q3,N,EAST BALTIMORE MIDWAY,Completed
Land Resources,1563,221,48,106,S,CALVERTON,ROAD,106-116 S CALVERTON ROAD,6,PROJECTCORE(16),1,Full Demolition,,,SHIPLEY HILL,FY20Q2,Y,SHIPLEY HILL,FY20
Land Resources,1563,221,43,116,S,CALVERTON,ROAD,106-116 S CALVERTON ROAD,6,PROJECTCORE(16),1,Full Demolition,,,SHIPLEY HILL,FY20Q2,Y,SHIPLEY HILL,FY20
Land Resources,1563,221,46,110,S,CALVERTON,ROAD,106-116 S CALVERTON ROAD,6,PROJECTCORE(16),1,Full Demolition,,,SHIPLEY HILL,FY20Q2,Y,SHIPLEY HILL,FY20
Land Resources,1563,221,45,112,S,CALVERTON,ROAD,106-116 S CALVERTON ROAD,6,PROJECTCORE(16),1,Full Demolition,,,SHIPLEY HILL,FY20Q2,Y,SHIPLEY HILL,FY20
Land Resources,1563,221,44,114,S,CALVERTON,ROAD,106-116 S CALVERTON ROAD,6,PROJECTCORE(16),1,Full Demolition,,,SHIPLEY HILL,FY20Q2,Y,SHIPLEY HILL,FY20
Land Resources,1563,221,47,108,S,CALVERTON,ROAD,106-116 S CALVERTON ROAD,6,PROJECTCORE(16),1,Full Demolition,,,SHIPLEY HILL,FY20Q2,Y,SHIPLEY HILL,FY20
Final/Full Demo Complete,1619,4812,17,4507,,PIMLICO,ROAD,4507   PIMLICO ROAD,1,PLN-128,NA,Full Demolition,10/2/18,11/30/18,PARKLANE,FY19Q2,N,PARKLANE,Completed
Final/Full Demo Complete,1623,1555,1,1100,N,MILTON,AVE,1100 - 1122 N MILTON AVE,12,ProjectCore(19),1,Full Demolition,4/17/18,7/10/18,BIDDLE STREET,FY18Q3,Y,BIDDLE STREET,Completed
Final/Full Demo Complete,1623,1555,2,1102,N,MILTON,AVE,1100 - 1122 N MILTON AVE,12,ProjectCore(19),1,Full Demolition,4/17/18,7/10/18,BIDDLE STREET,FY18Q3,Y,BIDDLE STREET,Completed
Final/Full Demo Complete,1623,1555,4,1106,N,MILTON,AVE,1100 - 1122 N MILTON AVE,12,ProjectCore(19),1,Full Demolition,4/17/18,7/10/18,BIDDLE STREET,FY18Q3,Y,BIDDLE STREET,Completed
Final/Full Demo Complete,1623,1555,7,1112,N,MILTON,AVE,1100 - 1122 N MILTON AVE,12,ProjectCore(19),1,Full Demolition,4/17/18,7/10/18,BIDDLE STREET,FY18Q3,Y,BIDDLE STREET,Completed
Final/Full Demo Complete,1623,1555,10,1118,N,MILTON,AVE,1100 - 1122 N MILTON AVE,12,ProjectCore(19),1,Full Demolition,4/17/18,7/10/18,BIDDLE STREET,FY18Q3,Y,BIDDLE STREET,Completed
Final/Full Demo Complete,1623,1555,5,1108,N,MILTON,AVE,1100 - 1122 N MILTON AVE,12,ProjectCore(19),1,Full Demolition,4/17/18,7/10/18,BIDDLE STREET,FY18Q3,Y,BIDDLE STREET,Completed
Final/Full Demo Complete,1623,1555,8,1114,N,MILTON,AVE,1100 - 1122 N MILTON AVE,12,ProjectCore(19),1,Full Demolition,4/17/18,7/10/18,BIDDLE STREET,FY18Q3,Y,BIDDLE STREET,Completed
Final/Full Demo Complete,1623,1555,11,1120,N,MILTON,AVE,1100 - 1122 N MILTON AVE,12,ProjectCore(19),1,Full Demolition,4/17/18,7/10/18,BIDDLE STREET,FY18Q3,Y,BIDDLE STREET,Completed
Final/Full Demo Complete,1623,1555,3,1104,N,MILTON,AVE,1100 - 1122 N MILTON AVE,12,ProjectCore(19),1,Full Demolition,4/17/18,7/10/18,BIDDLE STREET,FY18Q3,Y,BIDDLE STREET,Completed
Final/Full Demo Complete,1623,1555,6,1110,N,MILTON,AVE,1100 - 1122 N MILTON AVE,12,ProjectCore(19),1,Full Demolition,4/17/18,7/10/18,BIDDLE STREET,FY18Q3,Y,BIDDLE STREET,Completed
Final/Full Demo Complete,1623,1555,9,1116,N,MILTON,AVE,1100 - 1122 N MILTON AVE,12,ProjectCore(19),1,Full Demolition,4/17/18,7/10/18,BIDDLE STREET,FY18Q3,Y,BIDDLE STREET,Completed
Final/Full Demo Complete,1623,1555,12,1122,N,MILTON,AVE,1100 - 1122 N MILTON AVE,12,ProjectCore(19),1,Full Demolition,4/17/18,7/10/18,BIDDLE STREET,FY18Q3,Y,BIDDLE STREET,Completed
Final/Full Demo Complete,1624,35,46,1376,N,CALHOUN,ST,1374 - 1380 N CALHOUN ST,4,PLN-128,NA,Full Demolition,5/2/18,8/2/18,SANDTOWN-WINCHESTER,FY18Q2,N,SANDTOWN-WINCHESTER,Completed
Final/Full Demo Complete,1624,35,44,1380,N,CALHOUN,ST,1374 - 1380 N CALHOUN ST,4,PLN-128,NA,Full Demolition,5/2/18,8/2/18,SANDTOWN-WINCHESTER,FY18Q2,N,SANDTOWN-WINCHESTER,Completed
Final/Full Demo Complete,1624,35,45,1378,N,CALHOUN,ST,1374 - 1380 N CALHOUN ST,4,PLN-128,NA,Full Demolition,5/2/18,8/2/18,SANDTOWN-WINCHESTER,FY18Q2,N,SANDTOWN-WINCHESTER,Completed
Final/Full Demo Complete,1624,35,47,1374,N,CALHOUN,ST,1374 - 1380 N CALHOUN ST,4,PLN-128,NA,Full Demolition,5/2/18,8/2/18,SANDTOWN-WINCHESTER,FY18Q2,N,SANDTOWN-WINCHESTER,Completed
Sent to MSA,1626,327,12,1822,,DIVISION,ST,1818-1846  DIVISION ST,15,PROJECTCORE(16),1,Full Demolition,,,UPTON,FY18Q2,N,UPTON,FY20
Sent to MSA,1626,327,15,1828,,DIVISION,ST,1818-1846  DIVISION ST,15,PROJECTCORE(16),1,Full Demolition,,,UPTON,FY18Q2,N,UPTON,FY20
Sent to MSA,1626,327,18,1834,,DIVISION,ST,1818-1846  DIVISION ST,15,PROJECTCORE(16),1,Full Demolition,,,UPTON,FY18Q2,N,UPTON,FY20
Sent to MSA,1626,327,20,1838,,DIVISION,ST,1818-1846  DIVISION ST,15,PROJECTCORE(16),1,Full Demolition,,,UPTON,FY18Q2,N,UPTON,FY20
Sent to MSA,1626,327,21,1840,,DIVISION,ST,1818-1846  DIVISION ST,15,PROJECTCORE(16),1,Full Demolition,,,UPTON,FY18Q2,N,UPTON,FY20
Sent to MSA,1626,327,23,1844,,DIVISION,ST,1818-1846  DIVISION ST,15,PROJECTCORE(16),1,Full Demolition,,,UPTON,FY18Q2,N,UPTON,FY20
Sent to MSA,1626,327,24,1846,,DIVISION,ST,1818-1846  DIVISION ST,15,PROJECTCORE(16),1,Full Demolition,,,UPTON,FY18Q2,N,UPTON,FY20
Sent to MSA,1626,327,10,1818,,DIVISION,ST,1818-1846  DIVISION ST,15,PROJECTCORE(16),1,Full Demolition,,,UPTON,FY18Q2,N,UPTON,FY20
Sent to MSA,1626,327,13,1824,,DIVISION,ST,1818-1846  DIVISION ST,15,PROJECTCORE(16),1,Full Demolition,,,UPTON,FY18Q2,N,UPTON,FY20
Sent to MSA,1626,327,16,1830,,DIVISION,ST,1818-1846  DIVISION ST,15,PROJECTCORE(16),1,Full Demolition,,,UPTON,FY18Q2,N,UPTON,FY20
Sent to MSA,1626,327,19,1836,,DIVISION,ST,1818-1846  DIVISION ST,15,PROJECTCORE(16),1,Full Demolition,,,UPTON,FY18Q2,N,UPTON,FY20
Sent to MSA,1626,327,22,1842,,DIVISION,ST,1818-1846  DIVISION ST,15,PROJECTCORE(16),1,Full Demolition,,,UPTON,FY18Q2,N,UPTON,FY20
Sent to MSA,1626,327,11,1820,,DIVISION,ST,1818-1846  DIVISION ST,15,PROJECTCORE(16),1,Full Demolition,,,UPTON,FY18Q2,N,UPTON,FY20
Sent to MSA,1626,327,14,1826,,DIVISION,ST,1818-1846  DIVISION ST,15,PROJECTCORE(16),1,Full Demolition,,,UPTON,FY18Q2,N,UPTON,FY20
Sent to MSA,1626,327,17,1832,,DIVISION,ST,1818-1846  DIVISION ST,15,PROJECTCORE(16),1,Full Demolition,,,UPTON,FY18Q2,N,UPTON,FY20
Start Demo - Full,1628,3207,95,1922,,HERBERT,ST,1904 - 1922  HERBERT ST,10,PROJECTCORE(16),1,Full Demolition,3/27/18,,MONDAWMIN,FY18Q2,N,MONDAWMIN,Started but not complete
Start Demo - Full,1628,3207,98,1916,,HERBERT,ST,1904 - 1922  HERBERT ST,10,PROJECTCORE(16),1,Full Demolition,3/27/18,,MONDAWMIN,FY18Q2,N,MONDAWMIN,Started but not complete
Start Demo - Full,1628,3207,101,1910,,HERBERT,ST,1904 - 1922  HERBERT ST,10,PROJECTCORE(16),1,Full Demolition,3/27/18,,MONDAWMIN,FY18Q2,N,MONDAWMIN,Started but not complete
Start Demo - Full,1628,3207,103,1906,,HERBERT,ST,1904 - 1922  HERBERT ST,10,PROJECTCORE(16),1,Full Demolition,3/27/18,,MONDAWMIN,FY18Q2,N,MONDAWMIN,Started but not complete
Start Demo - Full,1628,3207,104,1904,,HERBERT,ST,1904 - 1922  HERBERT ST,10,PROJECTCORE(16),1,Full Demolition,3/27/18,,MONDAWMIN,FY18Q2,N,MONDAWMIN,Started but not complete
Start Demo - Full,1628,3207,96,1920,,HERBERT,ST,1904 - 1922  HERBERT ST,10,PROJECTCORE(16),1,Full Demolition,3/27/18,,MONDAWMIN,FY18Q2,N,MONDAWMIN,Started but not complete
Start Demo - Full,1628,3207,99,1914,,HERBERT,ST,1904 - 1922  HERBERT ST,10,PROJECTCORE(16),1,Full Demolition,3/27/18,,MONDAWMIN,FY18Q2,N,MONDAWMIN,Started but not complete
Start Demo - Full,1628,3207,102,1908,,HERBERT,ST,1904 - 1922  HERBERT ST,10,PROJECTCORE(16),1,Full Demolition,3/27/18,,MONDAWMIN,FY18Q2,N,MONDAWMIN,Started but not complete
Start Demo - Full,1628,3207,97,1918,,HERBERT,ST,1904 - 1922  HERBERT ST,10,PROJECTCORE(16),1,Full Demolition,3/27/18,,MONDAWMIN,FY18Q2,N,MONDAWMIN,Started but not complete
Start Demo - Full,1628,3207,100,1912,,HERBERT,ST,1904 - 1922  HERBERT ST,10,PROJECTCORE(16),1,Full Demolition,3/27/18,,MONDAWMIN,FY18Q2,N,MONDAWMIN,Started but not complete
Land Resources,1631,2178,32,322,S,FRANKLINTOWN,ROAD,0320 - 0330 S FRANKLINTOWN ROAD,6,PROJECTCORE(16),1,Full Demolition,,,SHIPLEY HILL,FY20Q1,Y,SHIPLEY HILL,FY20
Land Resources,1631,2178,35,328,S,FRANKLINTOWN,ROAD,0320 - 0330 S FRANKLINTOWN ROAD,6,PROJECTCORE(16),1,Full Demolition,,,SHIPLEY HILL,FY20Q1,Y,SHIPLEY HILL,FY20
Land Resources,1631,2178,33,324,S,FRANKLINTOWN,ROAD,0320 - 0330 S FRANKLINTOWN ROAD,6,PROJECTCORE(16),1,Full Demolition,,,SHIPLEY HILL,FY20Q1,Y,SHIPLEY HILL,FY20
Land Resources,1631,2178,035A,330,S,FRANKLINTOWN,ROAD,0320 - 0330 S FRANKLINTOWN ROAD,6,PROJECTCORE(16),1,Full Demolition,,,SHIPLEY HILL,FY20Q1,Y,SHIPLEY HILL,FY20
Land Resources,1631,2178,31,320,S,FRANKLINTOWN,ROAD,0320 - 0330 S FRANKLINTOWN ROAD,6,PROJECTCORE(16),1,Full Demolition,,,SHIPLEY HILL,FY20Q1,Y,SHIPLEY HILL,FY20
Land Resources,1631,2178,34,326,S,FRANKLINTOWN,ROAD,0320 - 0330 S FRANKLINTOWN ROAD,6,PROJECTCORE(16),1,Full Demolition,,,SHIPLEY HILL,FY20Q1,Y,SHIPLEY HILL,FY20
DEMO Prep,1634,1498,35,1421,N,WASHINGTON,ST,1417 - 1421 N WASHINGTON ST,3,UNDECIDED,NA,Full Demolition,,,BROADWAY EAST,FY20Q2,Y,BROADWAY EAST,FY20
DEMO Prep,1634,1498,36,1419,N,WASHINGTON,ST,1417 - 1421 N WASHINGTON ST,3,UNDECIDED,NA,Full Demolition,,,BROADWAY EAST,FY20Q2,Y,BROADWAY EAST,FY20
DEMO Prep,1634,1498,37,1417,N,WASHINGTON,ST,1417 - 1421 N WASHINGTON ST,3,UNDECIDED,NA,Full Demolition,,,BROADWAY EAST,FY20Q2,Y,BROADWAY EAST,FY20
Start Demo - Full,1636,3307B,3,4305,,PARK HEIGHTS,AVE,4305- 4319  PARK HEIGHTS AVE,8,ProjectCore(19),1,Full Demolition,2/19/19,,CENTRAL PARK HEIGHTS,FY19Q4,Y,CENTRAL PARK HEIGHTS,Raze in FY19
Start Demo - Full,1636,3307B,4,4307,,PARK HEIGHTS,AVE,4305- 4319  PARK HEIGHTS AVE,8,ProjectCore(19),1,Full Demolition,2/19/19,,CENTRAL PARK HEIGHTS,FY19Q4,Y,CENTRAL PARK HEIGHTS,Raze in FY19
Start Demo - Full,1636,3307B,6,4311,,PARK HEIGHTS,AVE,4305- 4319  PARK HEIGHTS AVE,8,ProjectCore(19),1,Full Demolition,2/19/19,,CENTRAL PARK HEIGHTS,FY19Q4,Y,CENTRAL PARK HEIGHTS,Raze in FY19
Start Demo - Full,1636,3307B,9,4317,,PARK HEIGHTS,AVE,4305- 4319  PARK HEIGHTS AVE,8,ProjectCore(19),1,Full Demolition,2/19/19,,CENTRAL PARK HEIGHTS,FY19Q4,Y,CENTRAL PARK HEIGHTS,Raze in FY19
Start Demo - Full,1636,3307B,7,4313,,PARK HEIGHTS,AVE,4305- 4319  PARK HEIGHTS AVE,8,ProjectCore(19),1,Full Demolition,2/19/19,,CENTRAL PARK HEIGHTS,FY19Q4,Y,CENTRAL PARK HEIGHTS,Raze in FY19
Start Demo - Full,1636,3307B,10,4319,,PARK HEIGHTS,AVE,4305- 4319  PARK HEIGHTS AVE,8,ProjectCore(19),1,Full Demolition,2/19/19,,CENTRAL PARK HEIGHTS,FY19Q4,Y,CENTRAL PARK HEIGHTS,Raze in FY19
Start Demo - Full,1636,3307B,5,4309,,PARK HEIGHTS,AVE,4305- 4319  PARK HEIGHTS AVE,8,ProjectCore(19),1,Full Demolition,2/19/19,,CENTRAL PARK HEIGHTS,FY19Q4,Y,CENTRAL PARK HEIGHTS,Raze in FY19
Start Demo - Full,1636,3307B,8,4315,,PARK HEIGHTS,AVE,4305- 4319  PARK HEIGHTS AVE,8,ProjectCore(19),1,Full Demolition,2/19/19,,CENTRAL PARK HEIGHTS,FY19Q4,Y,CENTRAL PARK HEIGHTS,Raze in FY19
Final/Full Demo Complete,1639,1496,24,1430,N,GAY,ST,1424- 1432 N GAY ST,5,ProjectCore(19),1,Full Demolition,11/5/18,12/10/18,BROADWAY EAST,FY19Q2,Y,BROADWAY EAST,Completed
Final/Full Demo Complete,1639,1496,25,1428,N,GAY,ST,1424- 1432 N GAY ST,5,ProjectCore(19),1,Full Demolition,11/5/18,12/10/18,BROADWAY EAST,FY19Q2,Y,BROADWAY EAST,Completed
Final/Full Demo Complete,1639,1496,27,1424,N,GAY,ST,1424- 1432 N GAY ST,5,ProjectCore(19),1,Full Demolition,11/5/18,12/10/18,BROADWAY EAST,FY19Q2,Y,BROADWAY EAST,Completed
Final/Full Demo Complete,1639,1496,26,1426,N,GAY,ST,1424- 1432 N GAY ST,5,ProjectCore(19),1,Full Demolition,11/5/18,12/10/18,BROADWAY EAST,FY19Q2,Y,BROADWAY EAST,Completed
Final/Full Demo Complete,1639,1496,23,1432,N,GAY,ST,1424- 1432 N GAY ST,5,ProjectCore(19),1,Full Demolition,11/5/18,12/10/18,BROADWAY EAST,FY19Q2,Y,BROADWAY EAST,Completed
Final/Full Demo Complete,1661,4079,1,700,,HOMESTEAD,ST,0700  HOMESTEAD ST,1,EMG-261,NA,Full Demolition,11/30/18,12/31/18,BETTER WAVERLY,FY19Q2,N,BETTER WAVERLY,Completed
Final/Full Demo Complete,1663,4000,13,524,E,NORTH,AVE,524-526 E NORTH AVE,2,PLN-380,NA,Full Demolition,4/20/18,8/1/18,EAST BALTIMORE MIDWAY,FY18Q3,N,EAST BALTIMORE MIDWAY,Completed
Final/Full Demo Complete,1663,4000,14,526,E,NORTH,AVE,524-526 E NORTH AVE,2,PLN-380,NA,Full Demolition,4/20/18,8/1/18,EAST BALTIMORE MIDWAY,FY18Q3,N,EAST BALTIMORE MIDWAY,Completed
Prep For Release,1679,2113,61,3114,,WILKENS,AVE,3114   WILKENS AVE,1,UNDECIDED,NA,Full Demolition,,,GWYNNS FALLS,FY19Q4,N,GWYNNS FALLS,Raze in FY19
Final/Full Demo Complete,1705,2440,6,3110,,BAKER,ST,3110   BAKER ST,1,PLN-380,NA,Full Demolition,12/10/18,1/28/19,ROSEMONT,FY19Q2,N,ROSEMONT,Completed
Start Demo - Full,1706,243,38,1838,W,PRATT,ST,1836 - 1840 W PRATT ST,3,PLN-380,NA,Full Demolition,12/11/18,,CARROLLTON RIDGE,FY19Q2,N,CARROLLTON RIDGE,Started but not complete
Start Demo - Full,1706,243,37,1840,W,PRATT,ST,1836 - 1840 W PRATT ST,3,PLN-380,NA,Full Demolition,12/11/18,,CARROLLTON RIDGE,FY19Q2,N,CARROLLTON RIDGE,Started but not complete
Start Demo - Full,1706,243,39,1836,W,PRATT,ST,1836 - 1840 W PRATT ST,3,PLN-380,NA,Full Demolition,12/11/18,,CARROLLTON RIDGE,FY19Q2,N,CARROLLTON RIDGE,Started but not complete
Sent to MSA,1741,60,66,1704,,MOSHER,ST,1704  MOSHER ST,1,PROJECTCORE(17),2,Full Demolition,,,SANDTOWN-WINCHESTER,FY18Q2,N,SANDTOWN-WINCHESTER,Raze in FY19
Start Demo - Full,1777,299,60,520-522,,BAKER,ST,502 TO 522   BAKER ST.,10,ProjectCore(19),2,Full Demolition,2/13/19,,DRUID HEIGHTS,FY19Q3,Y,DRUID HEIGHTS,Started but not complete
Start Demo - Full,1777,299,63,516,,BAKER,ST,502 TO 522   BAKER ST.,10,ProjectCore(19),2,Full Demolition,2/13/19,,DRUID HEIGHTS,FY19Q3,Y,DRUID HEIGHTS,Started but not complete
Start Demo - Full,1777,299,66,510,,BAKER,ST,502 TO 522   BAKER ST.,10,ProjectCore(19),2,Full Demolition,2/13/19,,DRUID HEIGHTS,FY19Q3,Y,DRUID HEIGHTS,Started but not complete
Start Demo - Full,1777,299,67,508,,BAKER,ST,502 TO 522   BAKER ST.,10,ProjectCore(19),2,Full Demolition,2/13/19,,DRUID HEIGHTS,FY19Q3,Y,DRUID HEIGHTS,Started but not complete
