block,buildingaddress,councildistrict,location,lot,neighborhood,noticedate,policedistrict,referenceid
0014,1606 N FULTON AVE,7,"(39.30687609, -76.64657854)",004,SANDTOWN-WINCHESTER,2009-04-16T04:00:00Z,WESTERN,0014 004 041609
0014,1610 N FULTON AVE,7,"(39.30695241, -76.64658307)",006,SANDTOWN-WINCHESTER,2010-09-08T04:00:00Z,WESTERN,0014 006 090810
0014,1622 N FULTON AVE,7,"(39.30718303, -76.64659666)",012,SANDTOWN-WINCHESTER,2008-02-28T05:00:00Z,WESTERN,0014 012 022808
0014,1624 N FULTON AVE,7,"(39.30722108, -76.6465989)",013,SANDTOWN-WINCHESTER,2004-11-08T05:00:00Z,WESTERN,0014 013 110804
0014,1632 N FULTON AVE,7,"(39.30737469, -76.64660774)",017,SANDTOWN-WINCHESTER,2014-04-04T04:00:00Z,WESTERN,0014 017 040414
0014,1634 N FULTON AVE,7,"(39.30741311, -76.64660995)",018,SANDTOWN-WINCHESTER,2007-02-28T05:00:00Z,WESTERN,0014 018 022807
0014,1646 N FULTON AVE,7,"(39.30764403, -76.64662325)",024,SANDTOWN-WINCHESTER,2008-03-18T04:00:00Z,WESTERN,0014 024 031808
0014,1648 N FULTON AVE,7,"(39.30768264, -76.64662547)",025,SANDTOWN-WINCHESTER,2012-03-06T05:00:00Z,WESTERN,0014 025 030612
0014,1650 N FULTON AVE,7,"(39.3077207, -76.64662762)",026,SANDTOWN-WINCHESTER,2015-06-03T04:00:00Z,WESTERN,0014 026 060315
0014,1601 MCKEAN AVE,7,"(39.3067485, -76.64689472)",029,SANDTOWN-WINCHESTER,2011-04-05T04:00:00Z,WESTERN,0014 029 040511
0014,1605 MCKEAN AVE,7,"(39.30682493, -76.64689922)",031,SANDTOWN-WINCHESTER,2011-03-16T04:00:00Z,WESTERN,0014 031 031611
0014,1607 MCKEAN AVE,7,"(39.30686325, -76.64690152)",032,SANDTOWN-WINCHESTER,2011-08-10T04:00:00Z,WESTERN,0014 032 081011
0014,1615 MCKEAN AVE,7,"(39.30701731, -76.6469106)",036,SANDTOWN-WINCHESTER,2014-01-31T05:00:00Z,WESTERN,0014 036 013114
0014,1619 MCKEAN AVE,7,"(39.3070933, -76.64691508)",038,SANDTOWN-WINCHESTER,2009-09-18T04:00:00Z,WESTERN,0014 038 091809
0014,1625 MCKEAN AVE,7,"(39.30720739, -76.64692179)",041,SANDTOWN-WINCHESTER,2014-01-31T05:00:00Z,WESTERN,0014 041 013114
0014,1627 MCKEAN AVE,7,"(39.30724582, -76.64692399)",042,SANDTOWN-WINCHESTER,2007-11-13T05:00:00Z,WESTERN,0014 042 111307
0014,1631 MCKEAN AVE,7,"(39.30732257, -76.64692843)",044,SANDTOWN-WINCHESTER,2014-04-04T04:00:00Z,WESTERN,0014 044 040414
0014,1633 MCKEAN AVE,7,"(39.30736085, -76.64693064)",045,SANDTOWN-WINCHESTER,2014-04-04T04:00:00Z,WESTERN,0014 045 040414
0014,1639 MCKEAN AVE,7,"(39.30747582, -76.64693723)",048,SANDTOWN-WINCHESTER,2008-11-10T05:00:00Z,WESTERN,0014 048 111008
0014,1641 MCKEAN AVE,7,"(39.30751499, -76.64693949)",049,SANDTOWN-WINCHESTER,2014-01-14T05:00:00Z,WESTERN,0014 049 011414
0014,1651 MCKEAN AVE,7,"(39.30770823, -76.6469506)",054,SANDTOWN-WINCHESTER,2009-04-03T04:00:00Z,WESTERN,0014 054 040309
0014,1653 MCKEAN AVE,7,"(39.30774726, -76.64695285)",055,SANDTOWN-WINCHESTER,2005-06-10T04:00:00Z,WESTERN,0014 055 061005
0015,1607 N FULTON AVE,7,"(39.30690435, -76.64595229)",004,SANDTOWN-WINCHESTER,2013-01-08T05:00:00Z,WESTERN,0015 004 010813
0015,1609 N FULTON AVE,7,"(39.30694637, -76.64595501)",005,SANDTOWN-WINCHESTER,2015-11-24T05:00:00Z,WESTERN,0015 005 112415
0015,1611 N FULTON AVE,7,"(39.30698593, -76.64594245)",006,SANDTOWN-WINCHESTER,2012-07-25T04:00:00Z,WESTERN,0015 006 072512
0015,1613 N FULTON AVE,7,"(39.30702201, -76.64594053)",007,SANDTOWN-WINCHESTER,2013-07-19T04:00:00Z,WESTERN,0015 007 071913
0015,1615 N FULTON AVE,7,"(39.30705925, -76.64594297)",008,SANDTOWN-WINCHESTER,2013-12-16T05:00:00Z,WESTERN,0015 008 121613
0015,1617 N FULTON AVE,7,"(39.30709639, -76.64594539)",009,SANDTOWN-WINCHESTER,2008-02-28T05:00:00Z,WESTERN,0015 009 022808
0015,1619 N FULTON AVE,7,"(39.30713478, -76.64594791)",010,SANDTOWN-WINCHESTER,2016-01-15T05:00:00Z,WESTERN,0015 010 011516
0015,1631 N FULTON AVE,7,"(39.30736118, -76.64596131)",016,SANDTOWN-WINCHESTER,2015-08-27T04:00:00Z,WESTERN,0015 016 082715
0015,1633 N FULTON AVE,7,"(39.30739875, -76.64596348)",017,SANDTOWN-WINCHESTER,2013-12-16T05:00:00Z,WESTERN,0015 017 121613
0015,1643 N FULTON AVE,7,"(39.30758794, -76.64597426)",022,SANDTOWN-WINCHESTER,2014-04-10T04:00:00Z,WESTERN,0015 022 041014
0015,1645 N FULTON AVE,7,"(39.3076262, -76.64597647)",023,SANDTOWN-WINCHESTER,2012-01-20T05:00:00Z,WESTERN,0015 023 012012
0016,1616 N GILMOR ST,7,"(39.30719955, -76.64369643)",009,SANDTOWN-WINCHESTER,2009-06-11T04:00:00Z,WESTERN,0016 009 061109
0016,1620 N GILMOR ST,7,"(39.30726355, -76.64369967)",011,SANDTOWN-WINCHESTER,2013-03-26T04:00:00Z,WESTERN,0016 011 032613
0016,1628 N GILMOR ST,7,"(39.30740495, -76.64370686)",015,SANDTOWN-WINCHESTER,2013-07-19T04:00:00Z,WESTERN,0016 015 071913
0017,1514 BAKER ST,7,"(39.30694731, -76.64272637)",038,SANDTOWN-WINCHESTER,2015-01-07T05:00:00Z,WESTERN,0017 038 010715
0017,1518 BAKER ST,7,"(39.30695163, -76.64281095)",040,SANDTOWN-WINCHESTER,2015-08-05T04:00:00Z,WESTERN,0017 040 080515
0017,1528 BAKER ST,7,"(39.30693423, -76.64310696)",045,SANDTOWN-WINCHESTER,2013-11-27T05:00:00Z,WESTERN,0017 045 112713
0017,1530 BAKER ST,7,"(39.30693234, -76.6431611)",046,SANDTOWN-WINCHESTER,2012-12-27T05:00:00Z,WESTERN,0017 046 122712
0018,1541 N PULASKI ST,7,"(39.30628182, -76.6508145)",021,EASTERWOOD,2014-01-23T05:00:00Z,WESTERN,0018 021 012314
0018,1520 N PAYSON ST,7,"(39.3057983, -76.64992626)",033,EASTERWOOD,2013-07-17T04:00:00Z,WESTERN,0018 033 071713
0019,1509 N PAYSON ST,7,"(39.30550661, -76.64938634)",004,EASTERWOOD,2011-04-19T04:00:00Z,WESTERN,0019 004 041911
0019,1502 APPLETON ST,7,"(39.30536478, -76.64902661)",024,EASTERWOOD,2011-07-22T04:00:00Z,WESTERN,0019 024 072211
0019,1501 APPLETON ST,7,"(39.30532937, -76.64852608)",045,EASTERWOOD,2014-12-05T05:00:00Z,WESTERN,0019 045 120514
0019,1518 N MONROE ST,7,"(39.30577194, -76.64819005)",068A,EASTERWOOD,2015-02-11T05:00:00Z,WESTERN,0019 068A 021115
0019,1522 N MONROE ST,7,"(39.3058522, -76.64819643)",068C,EASTERWOOD,2015-08-12T04:00:00Z,WESTERN,0019 068C 081215
0019,1532 N MONROE ST,7,"(39.30605328, -76.64820694)",068H,EASTERWOOD,2008-10-08T04:00:00Z,WESTERN,0019 068H 100808
0020,1550 N FULTON AVE,7,"(39.30629533, -76.64652475)",022,SANDTOWN-WINCHESTER,2009-09-21T04:00:00Z,WESTERN,0020 022 092109
0020,1819 BAKER ST,7,"(39.30642749, -76.647417)",038,SANDTOWN-WINCHESTER,2006-03-22T05:00:00Z,WESTERN,0020 038 032206
0020,1509 N MONROE ST,7,"(39.3057919, -76.64766813)",048,SANDTOWN-WINCHESTER,2011-05-27T04:00:00Z,WESTERN,0020 048 052711
0020,1836 PRESSTMAN ST,7,"(39.30543398, -76.64765913)",049B,SANDTOWN-WINCHESTER,2007-07-13T04:00:00Z,WESTERN,0020 049B 071307
0020,1830 PRESSTMAN ST,7,"(39.30543881, -76.64751301)",049E,SANDTOWN-WINCHESTER,2011-02-10T05:00:00Z,WESTERN,0020 049E 021011
0021,1506 N MOUNT ST,7,"(39.30578251, -76.64503094)",003,SANDTOWN-WINCHESTER,2014-07-18T04:00:00Z,WESTERN,0021 003 071814
0021,1701 BAKER ST,7,"(39.30651272, -76.64494139)",020,SANDTOWN-WINCHESTER,2015-04-29T04:00:00Z,WESTERN,0021 020 042915
0021,1703 BAKER ST,7,"(39.30651089, -76.64498928)",021,SANDTOWN-WINCHESTER,2015-05-01T04:00:00Z,WESTERN,0021 021 050115
0021,1549 N FULTON AVE,7,"(39.30625545, -76.64590203)",039,SANDTOWN-WINCHESTER,2006-05-12T04:00:00Z,WESTERN,0021 039 051206
0021,1547 N FULTON AVE,7,"(39.30622154, -76.64589982)",040,SANDTOWN-WINCHESTER,2009-07-15T04:00:00Z,WESTERN,0021 040 071509
0021,1543 N FULTON AVE,7,"(39.30615308, -76.6458954)",042,SANDTOWN-WINCHESTER,2012-11-21T05:00:00Z,WESTERN,0021 042 112112
0021,1541 N FULTON AVE,7,"(39.30611848, -76.64589321)",043,SANDTOWN-WINCHESTER,2005-07-07T04:00:00Z,WESTERN,0021 043 070705
0021,1533 N FULTON AVE,7,"(39.30598372, -76.64588446)",047,SANDTOWN-WINCHESTER,2010-07-20T04:00:00Z,WESTERN,0021 047 072010
0021,1523 N FULTON AVE,7,"(39.3058164, -76.64587367)",052,SANDTOWN-WINCHESTER,2005-07-20T04:00:00Z,WESTERN,0021 052 072005
0021,1507 N FULTON AVE,7,"(39.3055169, -76.6458624)",060,SANDTOWN-WINCHESTER,2006-05-15T04:00:00Z,WESTERN,0021 060 051506
0021,1720 PRESSTMAN ST,7,"(39.30552848, -76.64534925)",070,SANDTOWN-WINCHESTER,2011-01-05T05:00:00Z,WESTERN,0021 070 010511
0023,1521 N GILMOR ST,7,"(39.30602773, -76.64312525)",025,SANDTOWN-WINCHESTER,2015-10-30T04:00:00Z,WESTERN,0023 025 103015
0026,1408 N FULTON AVE,7,"(39.30444773, -76.6463939)",005,SANDTOWN-WINCHESTER,2004-11-05T05:00:00Z,WESTERN,0026 005 110504
0026,1412 N FULTON AVE,7,"(39.3045194, -76.64639532)",007,SANDTOWN-WINCHESTER,2004-11-05T05:00:00Z,WESTERN,0026 007 110504
0026,1414 N FULTON AVE,7,"(39.30455455, -76.64640265)",008,SANDTOWN-WINCHESTER,2015-06-03T04:00:00Z,WESTERN,0026 008 060315
0026,1426 N FULTON AVE,7,"(39.30489316, -76.64644302)",014,SANDTOWN-WINCHESTER,2004-11-05T05:00:00Z,WESTERN,0026 014 110504
0026,1855 KAVANAUGH ST,7,"(39.30455339, -76.64769049)",049,SANDTOWN-WINCHESTER,2012-04-02T04:00:00Z,WESTERN,0026 049 040212
0027,1421 N FULTON AVE,7,"(39.30468389, -76.64581998)",046,SANDTOWN-WINCHESTER,2007-01-22T05:00:00Z,WESTERN,0027 046 012207
0027,1431 N FULTON AVE,7,"(39.30486677, -76.64583084)",051,SANDTOWN-WINCHESTER,2009-07-15T04:00:00Z,WESTERN,0027 051 071509
0027,1437 N FULTON AVE,7,"(39.30497641, -76.64583732)",054,SANDTOWN-WINCHESTER,2011-10-26T04:00:00Z,WESTERN,0027 054 102611
0031,1312 N FULTON AVE,7,"(39.30349384, -76.64634061)",002,SANDTOWN-WINCHESTER,2009-03-13T04:00:00Z,WESTERN,0031 002 031309
0031,1836 LAURENS ST,7,"(39.30327441, -76.64746532)",056,SANDTOWN-WINCHESTER,2012-11-29T05:00:00Z,WESTERN,0031 056 112912
0032,1320 N MOUNT ST,7,"(39.3037049, -76.64493532)",010,SANDTOWN-WINCHESTER,2008-11-14T05:00:00Z,WESTERN,0032 010 111408
0032,1322 N MOUNT ST,7,"(39.30374528, -76.64493771)",011,SANDTOWN-WINCHESTER,2015-08-07T04:00:00Z,WESTERN,0032 011 080715
0032,1326 N MOUNT ST,7,"(39.30382229, -76.64494228)",013,SANDTOWN-WINCHESTER,2009-07-06T04:00:00Z,WESTERN,0032 013 070609
0032,1328 N MOUNT ST,7,"(39.30386236, -76.64494251)",014,SANDTOWN-WINCHESTER,2004-11-11T05:00:00Z,WESTERN,0032 014 111104
0032,1327 1/2 N FULTON AVE,7,"(39.30380649, -76.64576556)",037,SANDTOWN-WINCHESTER,2014-07-24T04:00:00Z,WESTERN,0032 037 072414
0032,1716 LAURENS ST,7,"(39.30332671, -76.64557509)",052,SANDTOWN-WINCHESTER,2004-11-10T05:00:00Z,WESTERN,0032 052 111004
0032,1714 LAURENS ST,7,"(39.30332842, -76.64552648)",053,SANDTOWN-WINCHESTER,2015-08-27T04:00:00Z,WESTERN,0032 053 082715
0032,1712 LAURENS ST,7,"(39.30333019, -76.6454775)",054,SANDTOWN-WINCHESTER,2012-07-13T04:00:00Z,WESTERN,0032 054 071312
0032,1704 LAURENS ST,7,"(39.30336211, -76.64521542)",057,SANDTOWN-WINCHESTER,2009-04-08T04:00:00Z,WESTERN,0032 057 040809
0035,1405 PRESSTMAN ST,7,"(39.30523946, -76.64098617)",041,SANDTOWN-WINCHESTER,2008-03-05T05:00:00Z,WESTERN,0035 041 030508
0035,1378 N CALHOUN ST,7,"(39.30527707, -76.64073307)",045,SANDTOWN-WINCHESTER,2006-11-10T05:00:00Z,WESTERN,0035 045 111006
0035,1376 N CALHOUN ST,7,"(39.30523341, -76.64073087)",046,SANDTOWN-WINCHESTER,2004-11-08T05:00:00Z,WESTERN,0035 046 110804
0035,1374 N CALHOUN ST,7,"(39.30518972, -76.64072865)",047,SANDTOWN-WINCHESTER,2012-08-10T04:00:00Z,WESTERN,0035 047 081012
0035,1330 N CALHOUN ST,7,"(39.30417054, -76.64066894)",069,SANDTOWN-WINCHESTER,2012-08-09T04:00:00Z,WESTERN,0035 069 080912
0035,1324 N CALHOUN ST,7,"(39.30402737, -76.64065942)",072,SANDTOWN-WINCHESTER,2008-11-19T05:00:00Z,WESTERN,0035 072 111908
0036A,1306 N CAREY ST,7,"(39.30381583, -76.6392425)",005,SANDTOWN-WINCHESTER,2015-09-11T04:00:00Z,WESTERN,0036A005 091115
0036A,1318 N CAREY ST,7,"(39.30405579, -76.639271)",011,SANDTOWN-WINCHESTER,2012-03-27T04:00:00Z,WESTERN,0036A011 032712
0036A,1320 N CAREY ST,7,"(39.30410107, -76.63927397)",012,SANDTOWN-WINCHESTER,2015-10-02T04:00:00Z,WESTERN,0036A012 100215
0036A,1322 N CAREY ST,7,"(39.30414734, -76.63927332)",013,SANDTOWN-WINCHESTER,2012-03-29T04:00:00Z,WESTERN,0036A013 032912
0036A,1324 N CAREY ST,7,"(39.30419026, -76.6392809)",014,SANDTOWN-WINCHESTER,2013-05-28T04:00:00Z,WESTERN,0036A014 052813
0036A,1326 N CAREY ST,7,"(39.30423482, -76.63928259)",015,SANDTOWN-WINCHESTER,2011-07-20T04:00:00Z,WESTERN,0036A015 072011
0036A,1348 N CAREY ST,7,"(39.30468275, -76.63930974)",026,SANDTOWN-WINCHESTER,2015-10-15T04:00:00Z,WESTERN,0036A026 101515
0036B,1329 N CALHOUN ST,7,"(39.30428073, -76.64015233)",066,SANDTOWN-WINCHESTER,2012-01-30T05:00:00Z,WESTERN,0036B066 013012
0036B,1331 N CALHOUN ST,7,"(39.30432181, -76.64015495)",067,SANDTOWN-WINCHESTER,2012-01-30T05:00:00Z,WESTERN,0036B067 013012
0036B,1363 N CALHOUN ST,7,"(39.30499197, -76.64019706)",083,SANDTOWN-WINCHESTER,2012-08-10T04:00:00Z,WESTERN,0036B083 081012
0036B,1365 N CALHOUN ST,7,"(39.30503478, -76.64019963)",084,SANDTOWN-WINCHESTER,2013-12-18T05:00:00Z,WESTERN,0036B084 121813
0037,1311 N CAREY ST,7,"(39.30382864, -76.63870114)",009,SANDTOWN-WINCHESTER,2009-04-17T04:00:00Z,WESTERN,0037 009 041709
0037,1315 N CAREY ST,7,"(39.30391584, -76.63870822)",011,SANDTOWN-WINCHESTER,2009-08-25T04:00:00Z,WESTERN,0037 011 082509
0037,1323 N CAREY ST,7,"(39.30409274, -76.63871865)",015,SANDTOWN-WINCHESTER,2016-01-12T05:00:00Z,WESTERN,0037 015 011216
0037,1329 N CAREY ST,7,"(39.30422721, -76.63872661)",018,SANDTOWN-WINCHESTER,2012-03-20T04:00:00Z,WESTERN,0037 018 032012
0037,1331 N CAREY ST,7,"(39.30427092, -76.63872921)",019,SANDTOWN-WINCHESTER,2012-03-19T04:00:00Z,WESTERN,0037 019 031912
0037,1349 N CAREY ST,7,"(39.30467649, -76.63875417)",028,SANDTOWN-WINCHESTER,2008-02-27T05:00:00Z,WESTERN,0037 028 022708
0037A,1346 N FREMONT AVE,7,"(39.30456412, -76.63777658)",023,SANDTOWN-WINCHESTER,2004-11-08T05:00:00Z,WESTERN,0037A023 110804
0037A,1356 N FREMONT AVE,7,"(39.30476718, -76.6378887)",028,SANDTOWN-WINCHESTER,2009-06-10T04:00:00Z,WESTERN,0037A028 061009
0037A,1358 N FREMONT AVE,7,"(39.30480702, -76.63791244)",029,SANDTOWN-WINCHESTER,2009-06-12T04:00:00Z,WESTERN,0037A029 061209
0041,1203 N FULTON AVE,9,"(39.30302141, -76.645714)",027,SANDTOWN-WINCHESTER,2015-10-09T04:00:00Z,WESTERN,0041 027 100915
0041,1201 N FULTON AVE,9,"(39.30298083, -76.64571081)",028,SANDTOWN-WINCHESTER,2012-05-24T04:00:00Z,WESTERN,0041 028 052412
0041,1153 N FULTON AVE,9,"(39.30212597, -76.64561495)",036,SANDTOWN-WINCHESTER,2012-10-10T04:00:00Z,WESTERN,0041 036 101012
0041,1151 N FULTON AVE,9,"(39.30208775, -76.64561294)",037,SANDTOWN-WINCHESTER,2015-11-18T05:00:00Z,WESTERN,0041 037 111815
0041,1149 N FULTON AVE,9,"(39.30204767, -76.64561081)",038,SANDTOWN-WINCHESTER,2015-03-11T04:00:00Z,WESTERN,0041 038 031115
0041,1117 N FULTON AVE,9,"(39.30141235, -76.64559284)",054,SANDTOWN-WINCHESTER,2006-12-26T05:00:00Z,WESTERN,0041 054 122606
0041,1103 N FULTON AVE,9,"(39.30112445, -76.64557748)",061,SANDTOWN-WINCHESTER,2005-06-27T04:00:00Z,WESTERN,0041 061 062705
0042,1617 LAURENS ST,9,"(39.30296435, -76.64408909)",039,SANDTOWN-WINCHESTER,2010-11-12T05:00:00Z,WESTERN,0042 039 111210
0042,1159 N MOUNT ST,9,"(39.30213993, -76.6442914)",053,SANDTOWN-WINCHESTER,2011-02-10T05:00:00Z,WESTERN,0042 053 021011
0042,1139 N MOUNT ST,9,"(39.30178924, -76.64427093)",063,SANDTOWN-WINCHESTER,2009-09-22T04:00:00Z,WESTERN,0042 063 092209
0047,1257 N BENTALOU ST,9,"(39.30362335, -76.65351934)",024,BRIDGEVIEW/GREENLAWN,2013-11-27T05:00:00Z,WESTERN,0047 024 112713
0049,1104 N MONROE ST,9,"(39.3010767, -76.64790289)",003,MIDTOWN-EDMONDSON,2007-11-26T05:00:00Z,WESTERN,0049 003 112607
0049,1106 N MONROE ST,9,"(39.30111429, -76.64790503)",004,MIDTOWN-EDMONDSON,2007-11-21T05:00:00Z,WESTERN,0049 004 112107
0049,1108 N MONROE ST,9,"(39.30115336, -76.64790727)",005,MIDTOWN-EDMONDSON,2010-04-23T04:00:00Z,WESTERN,0049 005 042310
0049,1110 N MONROE ST,9,"(39.30119194, -76.64790949)",006,MIDTOWN-EDMONDSON,2010-04-23T04:00:00Z,WESTERN,0049 006 042310
0049,1112 N MONROE ST,9,"(39.30123026, -76.64791168)",007,MIDTOWN-EDMONDSON,2010-04-23T04:00:00Z,WESTERN,0049 007 042310
0049,1114 N MONROE ST,9,"(39.30126912, -76.64791394)",008,MIDTOWN-EDMONDSON,2004-11-15T05:00:00Z,WESTERN,0049 008 111504
0049,1116 N MONROE ST,9,"(39.30130782, -76.64791615)",009,MIDTOWN-EDMONDSON,2015-06-03T04:00:00Z,WESTERN,0049 009 060315
0049,1128 N MONROE ST,9,"(39.30153879, -76.64794756)",015,MIDTOWN-EDMONDSON,2012-03-06T05:00:00Z,WESTERN,0049 015 030612
0049,1130 N MONROE ST,9,"(39.30157748, -76.6479498)",016,MIDTOWN-EDMONDSON,2006-09-15T04:00:00Z,WESTERN,0049 016 091506
0049,1132 N MONROE ST,9,"(39.30161599, -76.647952)",017,MIDTOWN-EDMONDSON,2015-11-13T05:00:00Z,WESTERN,0049 017 111315
0049,1136 N MONROE ST,9,"(39.30169267, -76.6479564)",019,MIDTOWN-EDMONDSON,2010-04-23T04:00:00Z,WESTERN,0049 019 042310
0049,1140 N MONROE ST,9,"(39.30176985, -76.64796083)",021,MIDTOWN-EDMONDSON,2010-04-23T04:00:00Z,WESTERN,0049 021 042310
0049,1115 APPLETON ST,9,"(39.30150276, -76.64828775)",027,MIDTOWN-EDMONDSON,2009-08-13T04:00:00Z,WESTERN,0049 027 081309
0049,1113 APPLETON ST,9,"(39.30146452, -76.64828528)",028,MIDTOWN-EDMONDSON,2009-08-13T04:00:00Z,WESTERN,0049 028 081309
0049,1109 APPLETON ST,9,"(39.3013878, -76.64828023)",030,MIDTOWN-EDMONDSON,2009-08-12T04:00:00Z,WESTERN,0049 030 081209
0049,1107 APPLETON ST,9,"(39.30134919, -76.64827768)",031,MIDTOWN-EDMONDSON,2009-06-04T04:00:00Z,WESTERN,0049 031 060409
0049,1112 APPLETON ST,9,"(39.30155464, -76.64894948)",041,BRIDGEVIEW/GREENLAWN,2010-09-15T04:00:00Z,WESTERN,0049 041 091510
0049,1101 N PAYSON ST,9,"(39.30127429, -76.64913125)",044,BRIDGEVIEW/GREENLAWN,2011-12-21T05:00:00Z,WESTERN,0049 044 122111
0049,1926 RIGGS AVE,9,"(39.30105431, -76.64894533)",051,BRIDGEVIEW/GREENLAWN,2013-11-06T05:00:00Z,WESTERN,0049 051 110613
0049,1916 RIGGS AVE,9,"(39.3010611, -76.64869923)",056,BRIDGEVIEW/GREENLAWN,2006-07-26T04:00:00Z,WESTERN,0049 056 072606
0049,1914 RIGGS AVE,9,"(39.30106138, -76.64864589)",057,BRIDGEVIEW/GREENLAWN,2009-03-26T04:00:00Z,WESTERN,0049 057 032609
0049,1904 RIGGS AVE,9,"(39.30107974, -76.6481978)",062,MIDTOWN-EDMONDSON,2009-08-13T04:00:00Z,WESTERN,0049 062 081309
0049,1902 RIGGS AVE,9,"(39.30108141, -76.64815121)",063,MIDTOWN-EDMONDSON,2007-12-11T05:00:00Z,WESTERN,0049 063 121107
0050,1100 N FULTON AVE,9,"(39.3010591, -76.64624749)",001,SANDTOWN-WINCHESTER,2004-11-09T05:00:00Z,WESTERN,0050 001 110904
0050,1106 N FULTON AVE,9,"(39.30116724, -76.64625158)",004,SANDTOWN-WINCHESTER,2012-06-15T04:00:00Z,WESTERN,0050 004 061512
0050,1110 N FULTON AVE,9,"(39.30123859, -76.64625448)",006,SANDTOWN-WINCHESTER,2015-03-26T04:00:00Z,WESTERN,0050 006 032615
0050,1122 N FULTON AVE,9,"(39.30144691, -76.64626279)",012,SANDTOWN-WINCHESTER,2015-12-10T05:00:00Z,WESTERN,0050 012 121015
0050,1130 N FULTON AVE,9,"(39.30159002, -76.64626847)",016,SANDTOWN-WINCHESTER,2005-11-17T05:00:00Z,WESTERN,0050 016 111705
0050,1132 N FULTON AVE,9,"(39.30162671, -76.64627)",017,SANDTOWN-WINCHESTER,2006-03-14T05:00:00Z,WESTERN,0050 017 031406
0050,1134 N FULTON AVE,9,"(39.30166325, -76.64627142)",018,SANDTOWN-WINCHESTER,2008-10-08T04:00:00Z,WESTERN,0050 018 100808
0050,1129 MCKEAN AVE,9,"(39.3018095, -76.64667841)",027,SANDTOWN-WINCHESTER,2012-08-09T04:00:00Z,WESTERN,0050 027 080912
0050,1123 MCKEAN AVE,9,"(39.30169914, -76.64667322)",030,SANDTOWN-WINCHESTER,2008-03-05T05:00:00Z,WESTERN,0050 030 030508
0050,1101 MCKEAN AVE,9,"(39.30128954, -76.64665372)",041,SANDTOWN-WINCHESTER,2013-12-20T05:00:00Z,WESTERN,0050 041 122013
0050,1102 MCKEAN AVE,9,"(39.30131287, -76.64708708)",043,SANDTOWN-WINCHESTER,2011-08-18T04:00:00Z,WESTERN,0050 043 081811
0050,1104 MCKEAN AVE,9,"(39.30134928, -76.64708927)",044,SANDTOWN-WINCHESTER,2014-02-24T05:00:00Z,WESTERN,0050 044 022414
0050,1118 MCKEAN AVE,9,"(39.30160736, -76.64710468)",051,SANDTOWN-WINCHESTER,2012-11-20T05:00:00Z,WESTERN,0050 051 112012
0050,1120 MCKEAN AVE,9,"(39.30164432, -76.64710686)",052,SANDTOWN-WINCHESTER,2015-10-30T04:00:00Z,WESTERN,0050 052 103015
0050,1122 MCKEAN AVE,9,"(39.30168077, -76.64710902)",053,SANDTOWN-WINCHESTER,2013-02-19T05:00:00Z,WESTERN,0050 053 021913
0050,1126 MCKEAN AVE,9,"(39.30175589, -76.64711349)",055,SANDTOWN-WINCHESTER,2012-09-21T04:00:00Z,WESTERN,0050 055 092112
0050,1130 MCKEAN AVE,9,"(39.30183062, -76.64711796)",057,SANDTOWN-WINCHESTER,2013-01-29T05:00:00Z,WESTERN,0050 057 012913
0050,1132 MCKEAN AVE,9,"(39.30186846, -76.64712023)",058,SANDTOWN-WINCHESTER,2012-08-09T04:00:00Z,WESTERN,0050 058 080912
0050,1134 MCKEAN AVE,9,"(39.30190485, -76.64712236)",059,SANDTOWN-WINCHESTER,2006-06-12T04:00:00Z,WESTERN,0050 059 061206
0050,1121 N MONROE ST,9,"(39.3016483, -76.64743095)",068,SANDTOWN-WINCHESTER,2013-05-20T04:00:00Z,WESTERN,0050 068 052013
0050,1115 N MONROE ST,9,"(39.30153378, -76.64742412)",071,SANDTOWN-WINCHESTER,2012-06-01T04:00:00Z,WESTERN,0050 071 060112
0050,1820 RIGGS AVE,9,"(39.30111528, -76.64718484)",085,SANDTOWN-WINCHESTER,2015-11-18T05:00:00Z,WESTERN,0050 085 111815
0050,1816 RIGGS AVE,9,"(39.30111898, -76.64707945)",087,SANDTOWN-WINCHESTER,2008-10-28T04:00:00Z,WESTERN,0050 087 102808
0050,1814 RIGGS AVE,9,"(39.30112082, -76.64702648)",088,SANDTOWN-WINCHESTER,2008-02-26T05:00:00Z,WESTERN,0050 088 022608
0050,1812 RIGGS AVE,9,"(39.30112283, -76.64697329)",089,SANDTOWN-WINCHESTER,2008-02-20T05:00:00Z,WESTERN,0050 089 022008
0053,1115 N GILMOR ST,9,"(39.30152697, -76.64282229)",008,SANDTOWN-WINCHESTER,2009-05-29T04:00:00Z,WESTERN,0053 008 052909
0053,1117 N GILMOR ST,9,"(39.3015749, -76.64282512)",009,SANDTOWN-WINCHESTER,2008-10-17T04:00:00Z,WESTERN,0053 009 101708
0053,1133 N GILMOR ST,9,"(39.30202319, -76.64285141)",017,SANDTOWN-WINCHESTER,2015-02-06T05:00:00Z,WESTERN,0053 017 020615
0053,1126 N STRICKER ST,9,"(39.30172229, -76.64194742)",045,SANDTOWN-WINCHESTER,2010-12-07T05:00:00Z,WESTERN,0053 045 120710
0053,1102 N STRICKER ST,9,"(39.30124969, -76.64191983)",057,SANDTOWN-WINCHESTER,2008-10-07T04:00:00Z,WESTERN,0053 057 100708
